ANIO_DENUNCIA;ANIO_HECHO;CAPTURA;CONDENA;DELITO;DEPARTAMENTO;GRUPO_EDAD_VICTIMA;HOMICIDIO_DOLOSO_CONSUMADO;IMPUTACION;MUNICIPIO;RUPTURA;TOTAL_VICTIMAS;Rural;DENSIDAD_POBLACIONAL
2022;2022;NO;SI;FEMINICIDIO ART. 104A C.P. AGRAVADO POR COMETERSE EN PRESENCIA DE UNA PERSONA INTEGRANTE DE LA UNIDAD DOMESTICA. ART. 104B L.E;Antioquia;JUVENTUD 18 - 28;SI;SI;TARAZÁ;NO;1;1;26176
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ADULTEZ 29 - 59;NO;SI;OLAYA;NO;1;1;3093
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;JUVENTUD 18 - 28;SI;SI;ANDES;NO;1;1;42726
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ADULTEZ 29 - 59;NO;SI;GIRARDOTA;NO;1;1;50020
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ADULTEZ 29 - 59;NO;SI;ITAGUI;NO;1;1;280273
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ADULTEZ 29 - 59;SI;SI;BELLO;NO;1;1;530371
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ADULTEZ 29 - 59;SI;SI;ITAGUI;NO;1;1;280273
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;JUVENTUD 18 - 28;SI;SI;RETIRO;NO;1;1;22742
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ADULTEZ 29 - 59;NO;NO;MEDELLÍN;NO;1;0;2455072
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Atlántico;ADULTEZ 29 - 59;NO;SI;BARRANQUILLA;NO;1;0;1224588
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Atlántico;JUVENTUD 18 - 28;NO;SI;SOLEDAD;NO;1;1;620772
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Atlántico;ADOLESCENTE 14 - 17;SI;SI;BARRANQUILLA;NO;1;0;1224588
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Atlántico;ADOLESCENTE 14 - 17;SI;SI;MALAMBO;NO;1;1;122859
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Atlántico;ADULTEZ 29 - 59;NO;SI;PALMAR DE VARELA;NO;1;1;27813
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Atlántico;ADULTEZ 29 - 59;SI;SI;BARRANQUILLA;NO;1;0;1224588
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Atlántico;ADULTEZ 29 - 59;SI;SI;SOLEDAD;NO;1;1;620772
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Atlántico;JUVENTUD 18 - 28;NO;SI;BARRANQUILLA;NO;1;0;1224588
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Atlántico;JUVENTUD 18 - 28;SI;SI;BARRANQUILLA;NO;1;0;1224588
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Atlántico;JUVENTUD 18 - 28;SI;SI;SOLEDAD;NO;1;1;620772
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ADULTEZ 29 - 59;SI;SI;BOGOTÁ, D.C.;NO;1;0;7497976
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ADULTEZ 29 - 59;NO;SI;BOGOTÁ, D.C.;SI;1;0;7497976
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ADULTO MAYOR DE 60;NO;SI;BOGOTÁ, D.C.;NO;1;0;7497976
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;INFANCIA 6 - 11;SI;SI;BOGOTÁ, D.C.;NO;1;0;7497976
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;JUVENTUD 18 - 28;NO;SI;BOGOTÁ, D.C.;NO;1;0;7497976
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Bolívar;JUVENTUD 18 - 28;NO;SI;EL PEÑÓN;NO;1;1;7939
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Bolívar;ADULTEZ 29 - 59;SI;SI;CARTAGENA;NO;1;0;987889
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Bolívar;ADULTEZ 29 - 59;SI;SI;SAN CRISTÓBAL;NO;1;1;7976
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Bolívar;ADULTEZ 29 - 59;SI;SI;SAN PABLO;NO;1;1;26559
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Bolívar;ADULTO MAYOR DE 60;NO;SI;CARTAGENA;NO;1;0;987889
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Bolívar;PRE-ADOLESCENTE 12 - 13;SI;SI;CARTAGENA;NO;1;0;987889
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Boyaca;JUVENTUD 18 - 28;SI;SI;TUNJA;NO;1;0;168576
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Caldas;ADULTEZ 29 - 59;NO;SI;MANIZALES;NO;1;0;437508
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Caldas;ADULTEZ 29 - 59;NO;SI;SUPÍA;NO;1;1;28117
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Caquetá;ADULTEZ 29 - 59;NO;SI;FLORENCIA;NO;1;0;167544
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Caquetá;ADULTEZ 29 - 59;NO;SI;SOLITA;NO;1;1;6387
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Casanare;JUVENTUD 18 - 28;SI;SI;OROCUÉ;NO;1;1;11864
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Casanare;ADULTEZ 29 - 59;NO;SI;MANÍ;NO;1;1;16744
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ADOLESCENTE 14 - 17;NO;SI;SUCRE;NO;1;1;9489
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ADULTEZ 29 - 59;SI;SI;PUERTO TEJADA;NO;1;1;41269
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ADULTEZ 29 - 59;NO;NO;VILLA RICA;NO;1;1;20240
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ADULTEZ 29 - 59;NO;SI;VALLEDUPAR;NO;1;0;501742
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ADOLESCENTE 14 - 17;NO;SI;CHIRIGUANÁ;NO;1;1;26465
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ADULTEZ 29 - 59;SI;SI;VALLEDUPAR;NO;1;0;501742
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Cesar;PRIMERA INFANCIA 0 - 5;SI;SI;EL PASO;NO;1;1;35162
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Chocó;ADULTEZ 29 - 59;NO;SI;TADÓ;NO;1;1;17681
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Córdoba;ADULTEZ 29 - 59;NO;SI;LORICA;NO;1;1;114581
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Córdoba;ADULTEZ 29 - 59;SI;SI;MONTERÍA;NO;1;0;494945
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Córdoba;ADULTEZ 29 - 59;SI;SI;SAHAGÚN;NO;1;1;105746
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Córdoba;JUVENTUD 18 - 28;SI;SI;MONTELÍBANO;NO;1;1;79409
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Cundinamarca;ADULTEZ 29 - 59;SI;SI;GACHANCIPÁ;NO;1;1;15569
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Cundinamarca;ADULTEZ 29 - 59;SI;SI;SAN ANTONIO DEL TEQUENDAMA;NO;1;1;11259
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Huila;JUVENTUD 18 - 28;NO;SI;NEIVA;NO;1;0;359332
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Huila;JUVENTUD 18 - 28;SI;SI;PITALITO;NO;1;1;121106
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;La Guajira;ADOLESCENTE 14 - 17;NO;SI;RIOHACHA;NO;1;0;177213
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;La Guajira;ADULTEZ 29 - 59;NO;SI;RIOHACHA;NO;1;0;177213
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;La Guajira;ADULTEZ 29 - 59;NO;SI;MAICAO;NO;1;1;161216
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;La Guajira;ADULTEZ 29 - 59;SI;SI;MAICAO;NO;1;1;161216
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;ADULTEZ 29 - 59;NO;SI;PEDRAZA;NO;1;1;8869
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;ADULTEZ 29 - 59;NO;SI;ZAPAYÁN;NO;1;1;9587
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Meta;JUVENTUD 18 - 28;NO;SI;FUENTE DE ORO;NO;1;1;11800
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Meta;PRE-ADOLESCENTE 12 - 13;NO;NO;VILLAVICENCIO;SI;1;0;535328
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Nariño;ADULTEZ 29 - 59;NO;SI;PASTO;NO;1;0;393041
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Nariño;ADULTEZ 29 - 59;SI;SI;SANDONÁ;NO;1;1;21330
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Nariño;JUVENTUD 18 - 28;SI;SI;ROBERTO PAYÁN;NO;1;1;12624
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Nariño;ADULTEZ 29 - 59;NO;SI;LA CRUZ;NO;1;1;18884
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Nariño;ADULTEZ 29 - 59;SI;SI;PASTO;NO;1;0;393041
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;ADULTEZ 29 - 59;SI;SI;LA ESPERANZA;NO;1;1;10648
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;JUVENTUD 18 - 28;NO;SI;CÚCUTA;NO;1;0;730204
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;ADULTEZ 29 - 59;SI;SI;CÚCUTA;NO;1;0;730204
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Putumayo;ADULTEZ 29 - 59;SI;SI;PUERTO ASÍS;NO;1;1;62928
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Quindío;ADULTEZ 29 - 59;NO;SI;ARMENIA;NO;1;0;297655
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Quindío;JUVENTUD 18 - 28;NO;SI;LA TEBAIDA;NO;1;1;32690
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Quindío;JUVENTUD 18 - 28;SI;SI;CALARCA;NO;1;1;71599
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Santander;ADOLESCENTE 14 - 17;NO;SI;BUCARAMANGA;NO;1;0;588404
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Santander;ADULTEZ 29 - 59;NO;SI;LEBRÍJA;NO;1;1;40507
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Santander;ADULTEZ 29 - 59;SI;SI;FLORIDABLANCA;NO;1;1;296324
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Santander;JUVENTUD 18 - 28;NO;SI;BARRANCABERMEJA;NO;1;1;205521
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Santander;JUVENTUD 18 - 28;NO;SI;BUCARAMANGA;NO;1;0;588404
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Santander;JUVENTUD 18 - 28;NO;SI;SABANA DE TORRES;NO;1;1;32138
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Sucre;ADULTEZ 29 - 59;NO;SI;SAN MARCOS;NO;1;1;55959
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Sucre;JUVENTUD 18 - 28;NO;SI;SAMPUÉS;NO;1;1;44788
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Tolima;ADULTEZ 29 - 59;NO;SI;GUAMO;NO;1;1;33059
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Tolima;JUVENTUD 18 - 28;NO;SI;GUAMO;NO;1;1;33059
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Tolima;ADULTO MAYOR DE 60;NO;SI;IBAGUÉ;NO;1;0;532851
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Tolima;JUVENTUD 18 - 28;NO;SI;IBAGUÉ;NO;1;0;532851
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Tolima;JUVENTUD 18 - 28;SI;SI;FRESNO;NO;1;1;31016
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ADULTEZ 29 - 59;NO;SI;CALI;NO;1;0;2235750
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;JUVENTUD 18 - 28;SI;SI;TRUJILLO;NO;1;1;19201
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ADULTEZ 29 - 59;NO;SI;CALI;NO;1;0;2235750
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ADULTEZ 29 - 59;NO;SI;JAMUNDÍ;NO;1;1;154886
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ADULTEZ 29 - 59;NO;SI;PALMIRA;NO;1;1;350812
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ADULTEZ 29 - 59;NO;SI;TULUÁ;NO;1;1;214341
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ADULTEZ 29 - 59;SI;SI;CALI;NO;1;0;2235750
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ADULTEZ 29 - 59;SI;SI;EL CERRITO;NO;1;1;55840
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ADULTEZ 29 - 59;SI;SI;RESTREPO;NO;1;1;17762
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ADULTEZ 29 - 59;SI;SI;RIOFRÍO;NO;1;1;15592
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ADULTEZ 29 - 59;SI;SI;VIJES;NO;1;1;12545
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;JUVENTUD 18 - 28;NO;SI;CALIMA;NO;1;1;17805
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;JUVENTUD 18 - 28;SI;SI;GUADALAJARA DE BUGA;NO;1;1;126571
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ADOLESCENTE 14 - 17;NO;SI;CALI;NO;1;0;2235750
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ADULTEZ 29 - 59;NO;SI;CALI;NO;1;0;2235750
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ADULTEZ 29 - 59;SI;SI;CALI;NO;1;0;2235750
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ADULTEZ 29 - 59;NO;NO;PALMIRA;NO;1;1;350812
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INFANCIA 6 - 11;NO;NO;PALMIRA;NO;1;1;350812
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ADULTEZ 29 - 59;SI;SI;PALMIRA;NO;1;1;350812
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Vaupés;ADULTEZ 29 - 59;NO;NO;MITÚ;NO;1;0;28723
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 6, 7 Y 6 (SIC) DEL ART. 104. ART. 104B L.G Modificado Ley 2197 de 2022;Antioquia;JUVENTUD 18 - 28;NO;SI;MEDELLÍN;NO;1;0;2455072
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 6, 7 Y 6 (SIC) DEL ART. 104. ART. 104B L.G Modificado Ley 2197 de 2022;Guaviare;ADULTEZ 29 - 59;NO;SI;SAN JOSÉ DEL GUAVIARE;NO;1;0;51030
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 6, 7 Y 6 (SIC) DEL ART. 104. ART. 104B L.G Modificado Ley 2197 de 2022;Magdalena;JUVENTUD 18 - 28;SI;SI;CIÉNAGA;NO;1;1;117834
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 6, 7 Y 6 (SIC) DEL ART. 104. ART. 104B L.G Modificado Ley 2197 de 2022;Santander;ADULTO MAYOR DE 60;NO;SI;CIMITARRA;NO;1;1;31939
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 6, 7 Y 6 (SIC) DEL ART. 104. ART. 104B L.G Modificado Ley 2197 de 2022;Valle del Cauca;ADULTEZ 29 - 59;NO;SI;CALI;NO;1;0;2235750
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G;Amazonas;ADULTEZ 29 - 59;NO;SI;LETICIA;NO;1;1;46753
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G;Antioquia;ADULTEZ 29 - 59;NO;SI;MEDELLÍN;NO;1;0;2455072
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G;Bolívar;JUVENTUD 18 - 28;SI;SI;CARTAGENA;NO;1;0;987889
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G;Cundinamarca;ADULTEZ 29 - 59;SI;SI;SOACHA;NO;1;1;684775
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G;Cundinamarca;JUVENTUD 18 - 28;NO;SI;FACATATIVÁ;NO;1;1;128492
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G;La Guajira;ADULTEZ 29 - 59;SI;SI;RIOHACHA;NO;1;0;177213
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G;La Guajira;JUVENTUD 18 - 28;SI;SI;RIOHACHA;NO;1;0;177213
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G;Magdalena;JUVENTUD 18 - 28;NO;SI;SANTA MARTA;NO;1;0;509999
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G;Meta;ADULTEZ 29 - 59;SI;SI;VILLAVICENCIO;NO;1;0;535328
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G;Risaralda;JUVENTUD 18 - 28;SI;SI;PEREIRA;NO;1;0;469876
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G;Sucre;ADULTEZ 29 - 59;NO;SI;SANTIAGO DE TOLÚ;NO;1;1;32297
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G;Tolima;JUVENTUD 18 - 28;NO;SI;ESPINAL;NO;1;1;70300
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G;Tolima;ADULTEZ 29 - 59;NO;SI;IBAGUÉ;NO;1;0;532851
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR AGRESION SEXUAL, FISICA O PSICOLOGICA. ART. 104B L.F;Caldas;ADULTEZ 29 - 59;NO;SI;VILLAMARÍA;NO;1;1;62845
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR AGRESION SEXUAL, FISICA O PSICOLOGICA. ART. 104B L.F;Magdalena;ADULTEZ 29 - 59;SI;SI;SANTA MARTA;NO;1;0;509999
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR COMETERSE EN PRESENCIA DE UNA PERSONA INTEGRANTE DE LA UNIDAD DOMESTICA. ART. 104B L.E;Antioquia;ADULTEZ 29 - 59;NO;SI;SAN FRANCISCO;NO;1;1;5624
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR COMETERSE EN PRESENCIA DE UNA PERSONA INTEGRANTE DE LA UNIDAD DOMESTICA. ART. 104B L.E;Tolima;JUVENTUD 18 - 28;NO;SI;SALDAÑA;NO;1;1;14487
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR CONCURSO DE PERSONAS. ART. 104B L.C;Valle del Cauca;JUVENTUD 18 - 28;SI;SI;YUMBO;NO;1;1;105178
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR DISCAPACIDAD, DESPLAZAMIENTO FORZADO, CONDICION SOCIOECO. O PREJUICIOS ART. 104B L.D;Meta;JUVENTUD 18 - 28;NO;SI;VILLAVICENCIO;NO;1;0;535328
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR VICTIMA MENOR DE 18 AÑOS, MAYOR DE 60 O EMBARAZO. ART. 104B L.B;Bolívar;ADULTEZ 29 - 59;SI;SI;CARTAGENA;NO;1;0;987889
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR VICTIMA MENOR DE 18 AÑOS, MAYOR DE 60 O EMBARAZO. ART. 104B L.B;Boyaca;ADOLESCENTE 14 - 17;NO;SI;TOCA;NO;1;1;8688
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR VICTIMA MENOR DE 18 AÑOS, MAYOR DE 60 O EMBARAZO. ART. 104B L.B;Caldas;ADULTO MAYOR DE 60;SI;SI;MANIZALES;NO;1;0;437508
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR VICTIMA MENOR DE 18 AÑOS, MAYOR DE 60 O EMBARAZO. ART. 104B L.B;Cundinamarca;ADULTO MAYOR DE 60;NO;SI;LA MESA;NO;1;1;30449
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR VICTIMA MENOR DE 18 AÑOS, MAYOR DE 60 O EMBARAZO. ART. 104B L.B;Meta;ADOLESCENTE 14 - 17;NO;SI;GRANADA;NO;1;1;10525
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR VICTIMA MENOR DE 18 AÑOS, MAYOR DE 60 O EMBARAZO. ART. 104B L.B;Risaralda;PRE-ADOLESCENTE 12 - 13;SI;SI;SANTA ROSA DE CABAL;NO;1;1;77379
2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR VICTIMA MENOR DE 18 AÑOS, MAYOR DE 60 O EMBARAZO. ART. 104B L.B;Santander;ADOLESCENTE 14 - 17;SI;SI;CIMITARRA;NO;1;1;31939
2022;2022;SI;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;ADULTEZ 29 - 59;SI;SI;BARBOSA;NO;1;1;50661
2022;2022;SI;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;ADULTEZ 29 - 59;NO;SI;LA ESTRELLA;NO;1;1;69149
2022;2022;SI;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;ADULTEZ 29 - 59;NO;SI;MEDELLÍN;NO;1;0;2455072
2022;2022;SI;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;ADULTEZ 29 - 59;NO;SI;SALGAR;NO;1;1;18283
2022;2022;SI;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;ADULTEZ 29 - 59;SI;SI;BELLO;NO;1;1;530371
2022;2022;SI;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;JUVENTUD 18 - 28;SI;SI;LA CEJA;NO;1;1;62779
2022;2022;SI;SI;FEMINICIDIO ART. 104A C.P.;Arauca;ADULTEZ 29 - 59;SI;SI;ARAUCA;NO;1;0;80720
2022;2022;SI;SI;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;JUVENTUD 18 - 28;SI;SI;BOGOTÁ, D.C.;NO;1;0;7497976
2022;2022;SI;SI;FEMINICIDIO ART. 104A C.P.;Bolívar;ADULTEZ 29 - 59;SI;SI;CLEMENCIA;NO;1;1;14246
2022;2022;SI;SI;FEMINICIDIO ART. 104A C.P.;Caldas;ADULTEZ 29 - 59;SI;SI;LA DORADA;NO;1;1;70945
2022;2022;SI;SI;FEMINICIDIO ART. 104A C.P.;Caquetá;ADULTEZ 29 - 59;SI;SI;FLORENCIA;NO;1;0;167544
2022;2022;SI;SI;FEMINICIDIO ART. 104A C.P.;Caquetá;ADULTEZ 29 - 59;SI;SI;MILÁN;NO;1;1;9659
2022;2022;SI;SI;FEMINICIDIO ART. 104A C.P.;Córdoba;ADULTEZ 29 - 59;SI;SI;MONTERÍA;NO;1;0;494945
2022;2022;SI;SI;FEMINICIDIO ART. 104A C.P.;Cundinamarca;JUVENTUD 18 - 28;NO;SI;CAJICÁ;NO;1;1;75450
2022;2022;SI;SI;FEMINICIDIO ART. 104A C.P.;Cundinamarca;JUVENTUD 18 - 28;NO;SI;LA PALMA;NO;1;1;9289
2022;2022;SI;SI;FEMINICIDIO ART. 104A C.P.;Huila;ADULTEZ 29 - 59;SI;SI;NEIVA;NO;1;0;359332
2022;2022;SI;SI;FEMINICIDIO ART. 104A C.P.;Huila;ADULTEZ 29 - 59;SI;SI;RIVERA;NO;1;1;23740
2022;2022;SI;SI;FEMINICIDIO ART. 104A C.P.;Meta;PRE-ADOLESCENTE 12 - 13;SI;SI;VILLAVICENCIO;NO;1;0;535328
2022;2022;SI;SI;FEMINICIDIO ART. 104A C.P.;Nariño;ADULTEZ 29 - 59;SI;SI;PASTO;NO;1;0;393041
